iter	Logloss
167	0.2722517204
168	0.2722390252
169	0.2722216655
170	0.2722055726
171	0.272183183
172	0.2721647231
173	0.2721470259
174	0.2721302427
175	0.2721063595
176	0.2720812418
177	0.272049421
178	0.2720392295
179	0.272022248
180	0.2720041576
181	0.2719855634
182	0.2719605846
183	0.2719453866
184	0.2719291851
185	0.2719157389
186	0.2718957531
187	0.2718851466
188	0.2718745071
189	0.2718549248
190	0.2718352958
191	0.2718197554
192	0.2717967617
193	0.2717639404
194	0.2717516063
195	0.2717250187
196	0.2717072735
197	0.2716923239
198	0.2716818895
199	0.2716699299
200	0.2716595013
201	0.271639251
202	0.2716207362
203	0.2716091144
204	0.2715912927
205	0.2715785126
206	0.2715582778
207	0.2715439988
208	0.2715333854
209	0.2715130835
210	0.2714955157
211	0.2714813698
212	0.2714677386
213	0.2714500263
214	0.2714273787
215	0.2714106351
216	0.2713891754
217	0.2713792647
218	0.2713569673
219	0.27134004
220	0.2713264783
221	0.2713136954
222	0.2712961837
223	0.2712837561
224	0.2712759919
225	0.2712533136
226	0.2712391369
227	0.2712206155
228	0.2712046204
229	0.2711891679
230	0.2711736867
231	0.2711637728
232	0.2711466058
233	0.2711286836
234	0.2711149277
235	0.2711013764
236	0.2710872654
237	0.2710709512
238	0.2710636376
239	0.271049698
240	0.2710383141
241	0.2710242155
242	0.271005698
243	0.2709786497
244	0.270965225
245	0.2709536832
246	0.2709372957
247	0.2709190225
248	0.2708980132
249	0.2708848437
250	0.2708681872
251	0.2708537528
252	0.2708491123
253	0.270835672
254	0.2708220673
255	0.2708139825
256	0.2707951693
257	0.270775936
258	0.2707570115
259	0.2707421758
260	0.2707221782
261	0.2707138721
262	0.2707022082
263	0.2706831342
264	0.2706748936
265	0.2706559437
266	0.2706432486
267	0.2706311424
268	0.2706197611
269	0.270603164
270	0.2705887386
271	0.2705761957
272	0.2705588478
273	0.2705425837
274	0.2705224936
275	0.2705047801
276	0.2704902264
277	0.2704769746
278	0.2704626194
279	0.2704473283
280	0.2704352516
281	0.2704220595
282	0.2704047288
283	0.2703896771
284	0.2703713639
285	0.2703530286
286	0.2703307326
287	0.270312284
288	0.2703075048
289	0.2702956141
290	0.2702837546
291	0.2702637725
292	0.2702472024
293	0.2702351407
294	0.2702183605
295	0.2702022594
296	0.2701886961
297	0.2701721106
298	0.2701554551
299	0.2701372092
300	0.2701194647
301	0.2701070007
302	0.2700966031
303	0.2700848599
304	0.2700700328
305	0.270054615
306	0.270045296
307	0.2700312083
308	0.2700174148
309	0.2700043765
310	0.2699952417
311	0.269980736
312	0.2699563217
313	0.2699376707
314	0.2699212971
315	0.2699061869
316	0.2698895378
317	0.2698772043
318	0.2698711236
319	0.269859583
320	0.2698493062
321	0.2698375106
322	0.269822722
323	0.2698128284
324	0.2698012732
325	0.2697860453
326	0.2697768342
327	0.2697599518
328	0.2697524006
329	0.2697366538
330	0.2697220488
331	0.269710507
332	0.2696963047
333	0.2696810211
334	0.2696616746
335	0.2696484923
336	0.269636827
337	0.269622701
338	0.2696096505
339	0.2695958845
340	0.2695864083
341	0.2695725422
342	0.2695678655
343	0.2695582356
344	0.269549707
345	0.2695437169
346	0.2695275077
347	0.2695204542
348	0.2695096922
349	0.2694947182
350	0.2694836831
351	0.26947061
352	0.2694601982
353	0.2694509856
354	0.2694304291
355	0.269423123
356	0.2694130575
357	0.2693975123
358	0.2693791961
359	0.2693667139
360	0.2693526805
361	0.2693415235
362	0.2693300688
363	0.2693159309
364	0.2692970162
365	0.2692826333
366	0.2692689311
367	0.2692552667
368	0.2692409739
369	0.2692246497
370	0.2692105135
371	0.2691977956
372	0.2691800798
373	0.269172191
374	0.2691624208
375	0.2691499849
376	0.2691373004
377	0.2691305354
378	0.2691252437
379	0.2691171851
380	0.2691009648
381	0.2690920254
382	0.2690729795
383	0.2690468942
384	0.2690370423
385	0.2690307796
386	0.2690208084
387	0.2690108396
388	0.2689914491
389	0.2689748722
390	0.2689564947
391	0.2689474005
392	0.2689333218
393	0.2689181903
394	0.2688989264
395	0.2688878051
396	0.268871083
397	0.2688625566
398	0.26884594
399	0.2688309115
400	0.268819768
401	0.2688054394
402	0.2687866971
403	0.2687770499
404	0.2687643854
405	0.2687471572
406	0.2687391931
407	0.2687266537
408	0.2687025047
409	0.2686875437
410	0.2686704009
411	0.2686591727
412	0.2686512278
413	0.2686401931
414	0.2686187492
415	0.2686088137
416	0.2685925366
417	0.2685700075
418	0.2685612611
419	0.268550717
420	0.2685307475
421	0.2685221461
422	0.2685137054
423	0.2685064801
424	0.2684910274
425	0.2684865807
426	0.2684787411
427	0.268474135
428	0.268461214
429	0.2684492311
430	0.2684334144
431	0.2684202067
432	0.2684041875
433	0.2683954002
434	0.2683849212
435	0.268370054
436	0.2683536324
437	0.2683423591
438	0.2683262037
439	0.2683120759
440	0.2683037017
441	0.2682896193
442	0.2682720044
443	0.2682629144
444	0.2682465172
445	0.2682304591
446	0.2682174273
447	0.2682057174
448	0.2681939971
449	0.2681844852
450	0.2681700775
451	0.2681541086
452	0.2681405263
453	0.2681315325
454	0.2681176141
455	0.2681052825
456	0.268098024
457	0.2680891711
458	0.2680705741
459	0.2680582365
460	0.2680491148
461	0.2680393205
462	0.2680320689
463	0.2680161107
464	0.2679999032
465	0.2679895206
466	0.2679737722
467	0.2679607776
468	0.2679367814
469	0.2679304394
470	0.267922688
471	0.2679094967
472	0.2678981165
473	0.2678888073
474	0.267872728
475	0.2678590954
476	0.2678562476
477	0.2678467217
478	0.2678392601
479	0.2678259888
480	0.267812013
481	0.267793578
482	0.267778989
483	0.2677656425
484	0.2677484776
485	0.2677349303
486	0.2677217427
487	0.2677127101
488	0.2677004376
489	0.2676852974
490	0.2676766652
491	0.2676627275
492	0.2676522734
493	0.2676433882
494	0.2676291261
495	0.2676155915
496	0.2675984615
497	0.2675939067
498	0.267582956
499	0.2675704205
500	0.2675538142
501	0.2675466443
502	0.2675419442
503	0.2675266021
504	0.2675140196
505	0.2674979369
506	0.267479203
507	0.2674663234
508	0.267450162
509	0.2674412446
510	0.2674222122
511	0.2674068208
512	0.2673890825
513	0.2673774777
514	0.2673613694
515	0.2673457543
516	0.2673280837
517	0.2673111473
518	0.267291763
519	0.2672764288
520	0.2672626877
521	0.2672480651
522	0.2672336057
523	0.2672132469
524	0.2671970048
525	0.2671856907
526	0.2671754858
527	0.2671595855
528	0.2671443753
529	0.2671277315
530	0.2671115899
531	0.2670939209
532	0.2670872521
533	0.2670704578
534	0.2670580518
535	0.2670424346
536	0.2670240897
537	0.2670151596
538	0.267000739
539	0.266983016
540	0.266968257
541	0.2669617601
542	0.2669494282
543	0.2669376999
544	0.2669315636
545	0.2669251967
546	0.2669205454
547	0.2669095299
548	0.2668943947
549	0.2668823271
550	0.2668643738
551	0.2668473976
552	0.2668366378
553	0.2668255885
554	0.2668153882
555	0.2668041223
556	0.2667942908
557	0.2667852915
558	0.2667759603
559	0.2667639721
560	0.2667546161
561	0.2667421948
562	0.2667292298
563	0.2667208341
564	0.2667136208
565	0.2667017512
566	0.2666958175
567	0.266687221
568	0.2666735155
569	0.2666569695
570	0.2666428112
571	0.2666249204
572	0.2666129735
573	0.2666018269
574	0.2665867839
575	0.2665722546
576	0.2665644084
577	0.2665517976
578	0.2665414091
579	0.2665260866
580	0.2665160015
581	0.2665139701
582	0.2665019404
583	0.2664906641
584	0.2664784774
585	0.2664637507
586	0.266446944
587	0.2664305136
588	0.2664087786
589	0.266400648
590	0.2663883728
591	0.2663719496
592	0.2663680155
593	0.2663599456
594	0.2663464962
595	0.2663365572
596	0.2663281878
597	0.2663169508
598	0.2663068992
599	0.2662941885
600	0.2662790998
601	0.2662735591
602	0.26626573
603	0.2662531043
604	0.2662476784
605	0.2662368412
606	0.2662154779
607	0.2662069376
608	0.2661997562
609	0.2661853347
610	0.2661707629
611	0.2661627299
612	0.2661551249
613	0.266139716
614	0.2661262764
615	0.2661206763
616	0.2661095288
617	0.2661016629
618	0.2660875632
619	0.266075289
620	0.2660648234
621	0.2660496167
622	0.2660332443
623	0.2660220164
624	0.2660065271
625	0.265998591
626	0.2659893542
627	0.2659791936
628	0.2659676638
629	0.2659542247
630	0.265946847
631	0.2659359383
632	0.265931511
633	0.2659188207
634	0.2659107753
635	0.2658990042
636	0.2658863429
637	0.2658715488
638	0.2658568461
639	0.2658422338
640	0.2658291045
641	0.2658189392
642	0.2658029112
643	0.2657939664
644	0.2657806941
645	0.2657727196
646	0.265761342
647	0.2657523707
648	0.2657415924
649	0.2657333796
650	0.2657227215
651	0.2657122548
652	0.2656959539
653	0.2656834206
654	0.2656720506
655	0.2656558672
656	0.2656435465
657	0.2656291515
658	0.2656112866
659	0.2655941041
660	0.2655776961
661	0.2655626385
662	0.2655496524
663	0.2655378854
664	0.2655237164
665	0.265508796
666	0.265497373
667	0.2654871993
668	0.2654757415
669	0.2654659393
670	0.2654604939
671	0.2654524042
672	0.2654415135
673	0.2654291271
674	0.2654197319
675	0.26539659
676	0.2653784193
677	0.2653707836
678	0.2653557065
679	0.2653457274
680	0.2653342632
681	0.2653246039
682	0.2653098391
683	0.2653049964
684	0.2652953657
685	0.2652846922
686	0.2652733657
687	0.2652619131
688	0.2652479356
689	0.2652291982
690	0.2652177092
691	0.2652142491
692	0.2652038385
693	0.2651933126
694	0.2651729718
695	0.2651597553
696	0.2651508138
697	0.2651389304
698	0.2651213793
699	0.2651096981
700	0.2651004108
701	0.2650894326
702	0.265080921
703	0.2650631575
704	0.26505037
705	0.2650352381
706	0.2650271856
707	0.2650189602
708	0.2650050208
709	0.2649916998
710	0.2649851851
711	0.2649726889
712	0.2649586893
713	0.2649473195
714	0.2649366929
715	0.2649263303
716	0.2649196544
717	0.2649034457
718	0.2648892248
719	0.2648751852
720	0.2648620772
721	0.2648463879
722	0.2648363624
723	0.2648281302
724	0.2648161597
725	0.2647951622
726	0.2647858674
727	0.2647737204
728	0.2647629076
729	0.2647515322
730	0.2647423007
731	0.2647360104
732	0.2647267218
733	0.2647122031
734	0.2646979122
735	0.2646878971
736	0.2646767211
737	0.2646621999
738	0.2646565354
739	0.2646432391
740	0.2646324527
741	0.264624013
742	0.2646097223
743	0.2645994854
744	0.2645868469
745	0.2645739511
746	0.2645654444
747	0.2645569179
748	0.2645520045
749	0.2645410523
750	0.2645272288
751	0.2645184911
752	0.2645029469
753	0.2644919737
754	0.2644747885
755	0.2644654646
756	0.2644485039
757	0.2644413354
758	0.2644225718
759	0.2644127474
760	0.2643979949
761	0.2643874074
762	0.2643741626
763	0.2643649181
764	0.2643479297
765	0.2643320485
766	0.2643205816
767	0.2643057188
768	0.2642941301
769	0.2642815756
770	0.2642670465
771	0.2642520488
772	0.264239015
773	0.2642255599
774	0.2642145429
775	0.2642067276
776	0.2642015711
777	0.2641933
778	0.2641824933
779	0.2641733487
780	0.2641647256
781	0.2641544896
782	0.2641419009
783	0.2641278774
784	0.2641144772
785	0.2641039125
786	0.2640941888
787	0.2640823148
788	0.2640696905
789	0.2640563523
790	0.2640406746
791	0.2640301315
792	0.2640160949
793	0.2640020506
794	0.2639911272
795	0.2639792196
796	0.2639631295
797	0.2639526869
798	0.2639403862
799	0.2639291108
800	0.2639181461
801	0.2639061878
802	0.2638940622
803	0.2638890015
804	0.2638756004
805	0.2638617512
806	0.2638507709
807	0.2638433252
808	0.263829887
809	0.2638201182
810	0.2638115413
811	0.2638049301
812	0.2637888438
813	0.2637736774
814	0.2637551293
815	0.2637400834
816	0.2637323127
817	0.2637301399
818	0.2637208624
819	0.2637115166
820	0.2637031116
821	0.2636885809
822	0.2636795806
823	0.2636624624
824	0.2636498309
825	0.2636424259
826	0.2636351537
827	0.2636219312
828	0.2636125817
829	0.2636027663
830	0.2635980257
831	0.2635916077
832	0.2635816655
833	0.263572422
834	0.263562678
835	0.2635504341
836	0.2635416466
837	0.2635301799
838	0.2635155135
839	0.2635038469
840	0.2634955119
841	0.2634870417
842	0.2634749152
843	0.2634701939
844	0.2634547242
845	0.2634385835
846	0.2634254672
847	0.2634139825
848	0.2634027655
849	0.263396667
850	0.263383149
851	0.2633679879
852	0.2633550462
853	0.2633457874
854	0.2633324907
855	0.2633230222
856	0.2633158419
857	0.2633067386
858	0.2633019478
859	0.2632832737
860	0.2632713502
861	0.2632644632
862	0.2632570438
863	0.2632499571
864	0.2632355624
865	0.2632269405
866	0.2632149551
867	0.263202828
868	0.2631906873
869	0.2631737795
870	0.2631614961
871	0.2631491156
872	0.2631445099
873	0.2631336589
874	0.2631239546
875	0.2631116348
876	0.263095385
877	0.2630822492
878	0.2630715062
879	0.2630659263
880	0.2630517208
881	0.2630408779
882	0.2630279952
883	0.2630211594
884	0.2630122165
885	0.2630009095
886	0.2629945858
887	0.2629838166
888	0.2629710637
889	0.2629592466
890	0.2629483398
891	0.2629361938
892	0.2629313429
893	0.2629194404
894	0.2629045976
895	0.2628917865
896	0.2628809183
897	0.26286977
898	0.2628619865
899	0.2628493629
900	0.2628422017
901	0.2628292568
902	0.2628155169
903	0.2628058984
904	0.2627945732
905	0.2627789064
906	0.2627738136
907	0.2627599272
908	0.2627478628
909	0.2627430723
910	0.262738766
911	0.2627263873
912	0.2627145769
913	0.2627080489
914	0.2626998361
915	0.2626927704
916	0.2626816042
917	0.2626704256
918	0.2626640325
919	0.2626559991
920	0.2626491123
921	0.2626370187
922	0.2626296708
923	0.2626196888
924	0.2626056089
925	0.262593845
926	0.2625866449
927	0.2625781827
928	0.2625738544
929	0.2625613354
930	0.2625561845
931	0.2625402266
932	0.2625344546
933	0.2625258704
934	0.2625172736
935	0.2625092231
936	0.2625010177
937	0.2624836425
938	0.262468587
939	0.2624594901
940	0.2624503868
941	0.2624369919
942	0.262424231
943	0.262412435
944	0.2624028834
945	0.262397062
946	0.2623824793
947	0.2623734148
948	0.2623611529
949	0.2623468395
950	0.2623372898
951	0.2623255161
952	0.2623126944
953	0.2623045576
954	0.2622978755
955	0.2622882853
956	0.2622795237
957	0.262271996
958	0.2622573055
959	0.2622429135
960	0.2622338398
961	0.2622223777
962	0.2622147809
963	0.2622071379
964	0.262194511
965	0.2621907891
966	0.2621806144
967	0.2621710372
968	0.2621617454
969	0.2621469764
970	0.262137783
971	0.2621252379
972	0.262114291
973	0.2621023131
974	0.2620934646
975	0.2620824309
976	0.2620748905
977	0.2620687921
978	0.2620573108
979	0.2620535347
980	0.2620379421
981	0.2620303515
982	0.2620200635
983	0.2620042478
984	0.2619937736
985	0.2619843835
986	0.2619709767
987	0.261960506
988	0.2619482251
989	0.2619329721
990	0.2619185971
991	0.2619069116
992	0.261891235
993	0.2618775489
994	0.2618647115
995	0.2618511364
996	0.2618381756
997	0.2618280199
998	0.2618115357
999	0.261800458
